0.427715,-0.249940,-0.490503,1.161396,0.448863,1.196267,-0.869237,-0.430488,0.272980,1.430820,9.278489,-17.394792
-0.580706,-0.531430,-0.371521,1.035110,0.747460,1.007752,-0.305847,-1.002635,0.691538,1.706401,8.428117,-15.733664
-0.489031,0.707129,1.829642,-0.922329,-1.103839,-0.971661,1.173054,0.256089,-1.341457,-1.738355,18.077003,-17.033056
1.161111,0.481937,0.877788,0.466821,-0.028891,1.761814,0.891359,0.771022,-0.265166,0.672974,11.573180,-20.410571
0.061016,-0.700325,-0.431012,0.719394,0.090547,1.761814,0.187120,-0.144414,0.452362,1.637506,8.969250,-16.803088
1.527809,0.819726,0.877788,-0.669756,-0.685804,-0.406114,1.595597,0.656592,-1.281663,-0.429348,15.022532,-18.631222
-0.030658,-1.150710,-1.085412,1.287683,0.926617,0.347948,-0.869237,-1.460353,1.409065,0.604079,7.074849,-13.195622
1.802833,0.538235,0.461352,0.024819,-0.148330,0.724979,0.820935,0.542163,-1.102281,0.397394,12.221472,-20.049915
-0.305682,-1.263307,-0.371521,1.224540,0.807179,0.253690,-0.517118,-1.231494,0.571950,1.017450,6.269076,-11.704273
1.252786,0.256744,1.056260,-1.301188,-0.924681,-0.783145,1.666021,0.599377,-1.162075,-1.118299,16.817757,-17.706980
-0.489031,-1.207009,-0.787957,1.287683,1.046056,-0.029083,-0.587542,-0.716562,0.691538,0.535184,5.506172,-10.324790
1.069437,-0.024747,0.104406,0.277392,0.568302,2.044587,-0.869237,-0.201629,0.332774,0.535184,9.936935,-18.611936
-0.122333,1.495304,0.699315,-1.616904,-0.805242,-1.160176,0.398392,1.057095,-1.401251,-1.118299,23.564534,-14.111051
2.352881,0.538235,1.056260,-0.290897,-1.103839,0.724979,1.313902,0.542163,-0.324959,-0.291557,13.081594,-19.625825
-1.222428,-1.601096,-1.085412,1.035110,1.225214,-0.123341,-1.150933,-1.231494,1.409065,0.259603,1.221197,-2.294492
0.794413,-0.306238,-0.193048,0.908824,0.448863,0.724979,-0.305847,-0.487703,-0.205372,1.293030,9.116518,-17.086694
-0.855729,-1.375903,-1.739811,1.161396,1.165495,0.724979,-0.939661,-0.544917,0.272980,0.741869,5.489933,-10.275448
0.244365,0.932322,1.472697,-0.922329,-1.163558,-0.783145,1.525173,0.542163,-1.162075,-0.980509,17.599265,-17.291076
-0.947404,-1.150710,-1.025921,1.413969,1.284933,-0.406114,-1.221357,-0.830991,0.392568,0.121813,3.346500,-6.332331
0.061016,-0.700325,-0.966430,0.719394,0.807179,0.630721,-0.798814,-1.174280,1.468859,0.879659,6.828810,-12.750334
0.519389,1.157515,1.234733,-1.048616,-1.402435,-1.725722,1.595597,0.942666,-1.102281,-0.980509,18.873113,-16.592067
1.527809,0.200446,0.937279,-0.164611,0.150267,0.724979,0.187120,0.484948,0.512156,0.741869,10.671430,-20.046837
1.711159,0.200446,0.461352,-1.301188,-0.685804,-0.311856,1.595597,0.484948,-0.564135,-0.842718,14.547328,-18.868307
1.069437,0.425639,0.461352,0.024819,0.508582,0.630721,0.891359,0.656592,0.870920,0.741869,11.171497,-20.468011
-0.122333,0.425639,1.353715,-1.238045,-1.282997,-1.442949,1.736445,0.313304,-1.341457,-0.980509,17.165348,-17.522160
2.077857,0.031551,0.044915,0.087962,0.150267,0.253690,0.257544,0.771022,-0.205372,0.604079,11.864841,-20.233505
0.061016,-1.319605,-0.906939,0.466821,0.807179,0.819237,-0.587542,-0.716562,1.528653,0.672974,4.294502,-8.100986
2.261206,0.594533,0.520842,0.087962,-1.402435,0.159432,0.961783,0.427733,-0.444547,-0.222662,12.708275,-19.795374
0.244365,1.101217,0.520842,-1.680048,-1.163558,-2.102753,0.187120,2.086960,-1.341457,-1.669460,26.898007,-12.340876
0.152691,-0.869219,-1.025921,1.161396,0.986337,0.819237,-0.305847,-1.231494,1.050302,0.879659,7.547961,-14.053366
-0.855729,-1.038114,-1.561339,0.719394,1.284933,-0.029083,-1.573476,-0.830991,0.571950,0.879659,3.327668,-6.286903
-0.030658,-0.193641,0.163897,0.340535,0.030828,1.667556,0.187120,-1.059850,0.631744,1.293030,9.155881,-17.164897
1.069437,0.369340,-0.014576,0.340535,0.329424,1.761814,0.609663,-0.830991,0.213186,0.741869,10.380559,-19.473094
-0.855729,-0.925518,-1.204393,1.161396,1.464091,-0.406114,-1.221357,-1.002635,1.289477,-0.842718,3.080248,-5.849148
-2.047499,-1.375903,-1.263884,0.403678,0.209986,-1.065918,-0.939661,-1.345924,0.811126,0.121813,1.550486,-2.925891
1.436135,0.481937,1.056260,-0.669756,-0.924681,-0.594630,1.243478,0.771022,-0.683723,-0.773823,16.144960,-18.052182
-0.947404,1.270111,0.937279,-0.796043,-0.805242,-0.971661,0.257544,1.629243,-1.162075,-1.393879,25.662316,-12.995392
-0.672380,-1.038114,-0.906939,0.719394,0.986337,0.253690,-1.291781,-1.231494,0.751332,1.017450,2.131626,-4.005084
-0.397357,1.157515,0.342370,-1.743191,-1.282997,-0.783145,0.257544,1.972531,-1.221869,-1.049404,25.235278,-13.206806
1.986182,0.425639,0.342370,0.087962,-0.028891,0.442206,0.750511,0.828236,-0.803311,0.466289,13.059649,-19.654527
0.702738,0.256744,1.175242,-0.796043,-1.402435,-0.029083,1.666021,0.713807,-0.922899,-1.669460,15.980231,-18.132662
-0.122333,1.495304,0.104406,-1.743191,-1.282997,-0.783145,0.609663,1.343169,-1.401251,-1.118299,22.695525,-14.580299
-0.855729,-0.700325,-1.620829,0.908824,0.986337,0.065175,-0.587542,-1.117065,1.468859,0.672974,2.532255,-4.807186
0.427715,0.932322,0.877788,-0.543470,-1.462155,-0.500372,1.736445,0.313304,-0.803311,-0.704928,16.279860,-17.981499
-0.305682,-0.644027,-1.263884,0.656251,0.747460,1.573298,-0.728390,-0.773776,0.631744,1.844191,7.973516,-14.861693
-0.305682,1.382708,-0.193048,-1.174902,-0.626084,-0.406114,0.257544,1.343169,-1.221869,-0.980509,24.810768,-13.458098
-0.764055,-1.094412,-0.966430,1.413969,0.986337,0.630721,-1.010085,-0.888206,1.409065,0.741869,4.350747,-8.210973
0.061016,-0.925518,-0.847448,1.287683,0.866898,-0.311856,-0.798814,-0.830991,1.050302,0.948555,5.756162,-10.773069
-0.489031,-0.812921,-1.561339,0.656251,1.523811,0.724979,-0.939661,-0.945421,1.289477,-0.291557,4.626942,-8.681650
-0.030658,-1.150710,-1.442357,0.403678,0.687740,0.253690,-0.376270,-0.830991,1.169889,0.466289,5.785878,-10.819695
1.344460,0.313042,0.104406,0.340535,0.030828,0.819237,0.609663,-0.029985,0.033804,0.672974,11.600686,-20.411391
0.977762,0.481937,0.996769,-0.290897,-0.685804,-0.029083,1.173054,0.256089,-0.444547,-0.704928,13.644178,-19.313909
0.061016,-0.306238,0.223388,0.024819,0.030828,1.761814,0.680087,0.427733,0.512156,0.397394,10.560588,-19.925624
-0.214007,1.833093,0.758806,-0.796043,-1.342716,-1.160176,0.539240,1.285954,-1.042487,-0.980509,24.062164,-13.840004
0.611064,0.538235,1.234733,-1.238045,-1.282997,-0.217599,1.736445,0.713807,-1.221869,-1.118299,15.658179,-18.301696
-2.322523,-1.319605,-1.323375,0.593108,0.866898,-0.123341,-1.150933,-1.345924,1.050302,0.604079,1.872406,-3.538177
-1.039079,-1.601096,-1.204393,1.098253,0.807179,-0.594630,-0.939661,-1.002635,1.169889,0.328499,1.004459,-1.871925
2.169532,0.763428,0.163897,0.151105,-0.148330,1.573298,-0.024151,0.256089,0.631744,0.397394,10.965944,-20.393052
-2.047499,-1.207009,-1.085412,0.529964,0.628021,-1.254434,-1.643900,-1.117065,1.050302,0.535184,1.927128,-3.641876
-0.672380,1.607900,0.580333,-1.238045,-1.282997,-0.783145,0.116696,1.285954,-1.341457,-1.324984,23.123905,-14.357080
-0.855729,-0.981816,-1.442357,1.224540,0.747460,0.065175,-1.221357,-1.231494,1.588447,0.535184,3.054824,-5.800961
0.061016,1.101217,0.461352,-1.048616,-0.984400,-2.668300,0.539240,2.086960,-1.341457,-1.187194,27.045811,-12.264410
-1.222428,-1.375903,-1.204393,0.214248,0.687740,-0.688887,-1.010085,-1.345924,1.289477,0.121813,1.399820,-2.642711
0.152691,0.594533,0.877788,-1.174902,-0.924681,-1.065918,0.398392,1.858102,-1.341457,-1.462774,25.002426,-13.342434
0.152691,0.763428,1.472697,-1.364332,-1.103839,-0.877403,1.454750,0.599377,-1.162075,-1.187194,19.399084,-16.328615
-0.030658,1.213813,1.353715,-1.174902,-1.462155,-0.688887,0.609663,0.656592,-0.922899,-1.669460,21.682518,-15.112700
-1.405777,1.833093,0.461352,-1.238045,-1.282997,-0.500372,0.468816,1.343169,-1.341457,-1.049404,23.916376,-13.918086
-0.122333,-0.362536,-0.014576,0.529964,-0.387207,1.667556,0.187120,-0.258844,0.033804,1.224135,9.168861,-17.169387
1.619484,1.044918,0.996769,-0.922329,-0.566365,-0.311856,0.750511,0.656592,-0.922899,-0.222662,14.931367,-18.676362
1.527809,1.044918,0.937279,0.593108,-0.566365,1.573298,0.891359,0.484948,0.272980,0.672974,11.138826,-20.481405
-0.580706,1.382708,1.532187,-1.048616,-0.924681,-0.594630,1.454750,1.285954,-0.922899,-0.842718,20.782049,-15.596167
-0.489031,0.988620,0.282879,-1.111759,-0.984400,-1.254434,0.327968,2.201390,-1.221869,-1.738355,25.857920,-12.893596
-0.672380,-0.587729,-1.025921,1.287683,0.926617,-0.217599,-1.573476,-1.002635,1.110095,0.397394,3.567256,-6.751679
1.436135,0.707129,0.580333,0.529964,-0.924681,0.253690,0.820935,0.427733,-0.324959,0.604079,11.818233,-20.318571
